iata,icao,name,city,country,lat,lon,runway_length_ft,gate_count,timezone,score,category
ISC,EGHE,St Mary's Airport,Isles of Scilly,GB,49.913333,-6.306111,1968,2,Europe/London,5000,small_airport
ISG,ROIG,New Ishigaki Airport,Ishigaki,JP,24.396389,124.245003,6561,8,Asia/Tokyo,280000,medium_airport
ISM,KISM,Kissimmee Gateway Airport,Orlando,US,28.289801,-81.437103,6000,25,America/New_York,45000,small_airport
ISO,KISO,Kinston Regional Jetport At Stallings Field,Kinston,US,35.331402,-77.608803,11500,25,America/New_York,15000,small_airport
ISP,KISP,Long Island MacArthur Airport,Islip,US,40.796324,-73.101703,7006,25,America/New_York,65000,small_airport
IST,LTFM,İstanbul Airport,Istanbul,TR,41.274874,28.732136,13451,140,Europe/Istanbul,1500000,large_airport
ITH,KITH,Ithaca Tompkins Regional Airport,Ithaca,US,42.491001,-76.458397,6601,25,America/New_York,21000,small_airport
ITM,RJOO,Osaka International Airport (Itami),Osaka,JP,34.785500,135.438004,9840,45,Asia/Tokyo,1100000,large_airport
ITO,PHTO,Hilo International Airport,Hilo,US,19.72135,-155.045428,9800,45,Pacific/Honolulu,410000,medium_airport
IVC,NZNV,Invercargill Airport,Invercargill,NZ,-46.412498,168.320999,7250,4,Pacific/Auckland,150000,medium_airport
IWJ,RJOW,Iwami Airport,Masuda,JP,34.675000,131.791000,6561,3,Asia/Tokyo,35000,small_airport
IWK,RJOI,Marine Corps Air Station Iwakuni,Iwakuni,JP,34.143900,132.235000,8000,5,Asia/Tokyo,85000,medium_airport
IZO,RJOC,Izumo Airport,Izumo,JP,35.413502,132.890000,6561,4,Asia/Tokyo,110000,medium_airport
IZT,MMIT,Ixtepec Airport,Ixtepec,MX,16.442900,-95.057300,7627,1,America/Mexico_City,20000,small_airport
JAC,KJAC,Jackson Hole Airport,Jackson,US,43.6073,-110.737999,6300,25,America/Denver,210000,medium_airport
JAK,MTJA,Jacmel Airport,Jacmel,HT,18.241100,-72.518600,3300,1,America/Port-au-Prince,20000,small_airport
JAL,MMJA,El Lencero Airport,Xalapa,MX,19.475400,-96.798300,5577,1,America/Mexico_City,25000,small_airport
JAN,KJAN,Jackson-Medgar Wiley Evers International Airport,Jackson,US,32.311199,-90.075897,8500,45,America/Chicago,640000,medium_airport
JAX,KJAX,Jacksonville International Airport,Jacksonville,US,30.492469,-81.687813,10000,80,America/New_York,880000,medium_airport
JBQ,MDJB,La Isabela International Airport,Santo Domingo,DO,18.570600,-69.982200,4921,3,America/Santo_Domingo,120000,medium_airport
JBR,KJBR,Jonesboro Municipal Airport,Jonesboro,US,35.831699,-90.6464,6200,25,America/Chicago,5000,small_airport
JCT,KJCT,Kimble County Airport,Junction,US,30.511299,-99.763496,5000,25,America/Chicago,4000,small_airport
JDZ,ZSJD,Jingdezhen Luojia Airport,Jingdezhen,CN,29.336700,117.176003,7874,10,Asia/Shanghai,250000,medium_airport
JED,OEJN,King Abdulaziz International Airport,Jeddah,SA,21.680241,39.157436,13123,70,Asia/Riyadh,1250000,large_airport
JEE,MTJE,Jérémie Airport,Jérémie,HT,18.662800,-74.170300,3937,1,America/Port-au-Prince,15000,small_airport
JER,EGJJ,Jersey Airport,Jersey,JE,49.207944,-2.195500,5597,10,Europe/London,150000,medium_airport
JFK,KJFK,John F. Kennedy International Airport,New York,US,40.639447,-73.779317,14511,130,America/New_York,1420000,large_airport
JFN,KHZY,Northeast Ohio Regional Airport,Ashtabula,US,41.778,-80.695503,5197,25,America/New_York,8000,small_airport
JGN,ZLJQ,Jiayuguan Airport,Jiayuguan,CN,39.859699,98.341103,9842,10,Asia/Shanghai,250000,medium_airport
JGS,ZSGS,Jinggangshan Airport,Ji'an,CN,26.857201,114.737000,8530,10,Asia/Shanghai,280000,medium_airport
JHB,WMKJ,Senai International Airport,Johor Bahru,MY,1.641300,103.669600,12467,12,Asia/Kuala_Lumpur,550000,large_airport
JHG,ZPJH,Xishuangbanna Gasa International Airport,Jinghong,CN,21.973900,100.759003,7874,25,Asia/Shanghai,550000,large_airport
JHM,PHJH,Kapalua Airport,Lahaina,US,20.9629,-156.673004,3000,25,Pacific/Honolulu,15000,small_airport
JHW,KJHW,Chautauqua County-Jamestown Airport,Jamestown,US,42.15425,-79.254008,5299,25,America/New_York,8000,small_airport
JIQ,ZUQJ,Qianjiang Wulingshan Airport,Qianjiang,CN,29.516100,108.828003,7874,4,Asia/Shanghai,80000,small_airport
JJN,ZSQZ,Quanzhou Jinjiang International Airport,Quanzhou,CN,24.796900,118.589996,8530,20,Asia/Shanghai,650000,large_airport
JKR,VNJP,Janakpur Airport,Janakpur,NP,26.700600,85.924400,4300,3,Asia/Kathmandu,85000,medium_airport
JLN,KJLN,Joplin Regional Airport,Joplin,US,37.151798,-94.498299,6502,25,America/Chicago,15000,small_airport
JMO,VNJS,Jomsom Airport,Jomsom,NP,28.781900,83.722200,2424,2,Asia/Kathmandu,65000,small_airport
JMS,KJMS,Jamestown Regional Airport,Jamestown,US,46.929699,-98.6782,6500,25,America/Chicago,8000,small_airport
JMU,ZYJM,Jiamusi Dongjiao Airport,Jiamusi,CN,46.843300,130.465000,8202,10,Asia/Shanghai,220000,medium_airport
JNB,FAOR,O.R. Tambo International Airport,Johannesburg,ZA,-26.140081,28.246801,14495,60,Africa/Johannesburg,1050000,large_airport
JNG,ZSJG,Jining Qufu Airport,Jining,CN,35.293301,116.348999,9186,10,Asia/Shanghai,180000,medium_airport
JNU,PAJN,Juneau International Airport,Juneau,US,58.354935,-134.574416,8457,45,Pacific/Honolulu,380000,medium_airport
JNZ,ZYJZ,Jinzhou Bay Airport,Jinzhou,CN,40.932800,121.267000,8202,6,Asia/Shanghai,180000,medium_airport
JOG,WAHH,Adisutjipto International Airport,Yogyakarta,ID,-7.784450,110.431999,7217,6,Asia/Jakarta,220000,medium_airport
JOL,RPMJ,Jolo Airport,Jolo,PH,6.053330,121.010002,4153,1,Asia/Manila,40000,small_airport
JRF,PHJR,Kalaeloa Airport,Kapolei,US,21.3074,-158.070009,8000,25,Pacific/Honolulu,25000,small_airport
JSR,VGJR,Jessore Airport,Jessore,BD,23.183800,89.160797,7999,4,Asia/Dhaka,220000,medium_airport
JST,KJST,John Murtha Johnstown Cambria County Airport,Johnstown,US,40.316101,-78.8339,7003,25,America/New_York,12000,small_airport
JUH,ZSJH,Chizhou Jiuhuashan Airport,Chizhou,CN,30.741100,117.689000,9186,8,Asia/Shanghai,220000,medium_airport
JUM,VNJL,Jumla Airport,Jumla,NP,29.274700,82.190000,2200,1,Asia/Kathmandu,25000,small_airport
JUZ,ZSJU,Quzhou Airport,Quzhou,CN,28.966400,118.899002,8202,6,Asia/Shanghai,120000,medium_airport
JXN,KJXN,Jackson County Airport/Reynolds Field,Jackson,US,42.260509,-84.463019,5344,25,America/New_York,5000,small_airport
JZH,ZUJZ,Jiuzhai Huanglong Airport,Jiuzhaigou,CN,32.852901,103.682999,10499,8,Asia/Shanghai,200000,medium_airport
KAT,NZKT,Kaitaia Airport,Kaitaia,NZ,-35.066492,173.286208,4000,1,Pacific/Auckland,25000,small_airport
KAW,VYKT,Kawthaung Airport,Kawthaung,MM,10.048300,98.537500,6000,2,Asia/Yangon,35000,small_airport
KBR,WMKC,Sultan Ismail Petra Airport,Kota Bharu,MY,6.166700,102.293000,7874,6,Asia/Kuala_Lumpur,200000,medium_airport
KBV,VTSG,Krabi International Airport,Krabi,TH,8.097100,98.986200,9843,15,Asia/Bangkok,650000,large_airport
KCA,ZWKC,Kuqa Qiuci Airport,Kuqa,CN,41.677502,82.876701,8530,10,Asia/Urumqi,250000,medium_airport
KCH,WBGG,Kuching International Airport,Kuching,MY,1.484700,110.347000,12467,15,Asia/Kuala_Lumpur,650000,large_airport
KCZ,RJOK,Kochi Ryoma Airport,Nankoku,JP,33.545217,133.670166,8203,10,Asia/Tokyo,415000,large_airport
KDI,WAWW,Haluoleo Airport,Kendari,ID,-4.081510,122.417999,8202,5,Asia/Makassar,170000,medium_airport
KDN,VNKD,Khanidanda Airport,Khotang,NP,27.178300,86.772500,1936,1,Asia/Kathmandu,15000,small_airport
KDV,NFND,Vunisea Airport,Kadavu,FJ,-19.058300,178.156998,2392,1,Pacific/Fiji,15000,small_airport
KEF,BIKF,Keflavik International Airport,Reykjavík,IS,63.985001,-22.605600,10056,25,Atlantic/Reykjavik,700000,large_airport
KEP,VNNG,Nepalgunj Airport,Nepalgunj,NP,28.100600,81.666900,5000,4,Asia/Kathmandu,180000,medium_airport
KEQ,WAKP,Kepi Airport,Kepi,ID,-6.536940,139.341003,3937,1,Asia/Jayapura,10000,small_airport
KGI,YPKG,Kalgoorlie Boulder Airport,Kalgoorlie,AU,-30.789400,121.461998,6562,4,Australia/Perth,120000,medium_airport
KHG,ZWSH,Kashgar Laining International Airport,Kashgar,CN,39.543098,76.019997,10499,20,Asia/Urumqi,450000,medium_airport
KHH,RCKH,Kaohsiung International Airport,Kaohsiung,TW,22.577100,120.350000,10335,20,Asia/Taipei,680000,large_airport
KHM,VYKG,Kengtung Airport,Kengtung,MM,21.300501,99.637500,7800,2,Asia/Yangon,30000,small_airport
KHN,ZSCN,Nanchang Changbei International Airport,Nanchang,CN,28.864199,115.900002,11155,45,Asia/Shanghai,950000,large_airport
KHV,UHHH,Khabarovsk Novy Airport,Khabarovsk,RU,48.528338,135.188588,13124,12,Asia/Vladivostok,440000,medium_airport
KIJ,RJSN,Niigata Airport,Niigata,JP,37.962502,139.121002,8202,10,Asia/Tokyo,320000,medium_airport
KIK,RJAK,Kikai Airport,Kikai,JP,28.318300,129.927000,3937,1,Asia/Tokyo,10000,small_airport
KIN,MKJP,Norman Manley International Airport,Kingston,JM,17.935600,-76.787400,8910,14,America/Jamaica,550000,large_airport
KIX,RJBB,Kansai International Airport,Osaka,JP,34.427299,135.244003,13123,75,Asia/Tokyo,1200000,large_airport
KJT,WICA,Kertajati International Airport,Majalengka,ID,-6.657500,108.176944,9842,10,Asia/Jakarta,280000,medium_airport
KKC,VTUK,Khon Kaen Airport,Khon Kaen,TH,16.466800,102.783000,10007,6,Asia/Bangkok,250000,medium_airport
KKE,NZKK,Kerikeri Airport,Kerikeri,NZ,-35.267101,173.912003,3904,2,Pacific/Auckland,65000,small_airport
KKJ,RJFR,Kitakyushu Airport,Kitakyushu,JP,33.845600,131.035000,8202,8,Asia/Tokyo,190000,medium_airport
KKX,RJKI,Kikai Airport,Kikai,JP,28.321301,129.927994,4307,2,Asia/Tokyo,90000,medium_airport
KLO,RPVK,Kalibo International Airport,Kalibo,PH,11.679600,122.375999,7545,8,Asia/Manila,580000,large_airport
KLS,KKLS,Southwest Washington Regional Airport,Kelso,US,46.118,-122.898003,4391,25,America/Anchorage,8000,small_airport
KLW,PAKW,Klawock Airport,Klawock,US,55.579201,-133.076004,5000,25,Pacific/Honolulu,4000,small_airport
KMG,ZPPP,Kunming Changshui International Airport,Kunming,CN,25.101900,102.929001,14764,85,Asia/Shanghai,1450000,large_airport
KMI,RJFM,Miyazaki Airport,Miyazaki,JP,31.877199,131.447998,8202,10,Asia/Tokyo,290000,medium_airport
KMJ,RJFT,Kumamoto Airport,Kumamoto,JP,32.837498,130.858994,9840,12,Asia/Tokyo,380000,large_airport
KMQ,RJNK,Komatsu Airport,Komatsu,JP,36.393800,136.406000,8858,6,Asia/Tokyo,170000,medium_airport
KMV,VYKL,Kalemyo Airport,Kalemyo,MM,23.188301,94.050797,5500,2,Asia/Yangon,45000,small_airport
KNG,WASK,Utarom Airport,Kaimana,ID,-3.659910,133.753006,6561,2,Asia/Jayapura,70000,small_airport
KNH,RCBS,Kinmen Airport,Kinmen,TW,24.428200,118.359000,9845,8,Asia/Taipei,280000,medium_airport
KNO,WIMM,Kualanamu International Airport,Medan,ID,3.635560,98.880302,12303,35,Asia/Jakarta,950000,large_airport
KNQ,NWWD,Koné Airport,Koné,NC,-21.053899,164.835999,2952,1,Pacific/Noumea,15000,small_airport
KNS,YKII,King Island Airport,Currie,AU,-39.876999,143.882004,3500,1,Australia/Hobart,15000,small_airport
KNX,YPKU,Kununurra Airport,Kununurra,AU,-15.778100,128.707993,6000,2,Australia/Perth,45000,small_airport
KOA,PHKO,Ellison Onizuka Kona International Airport at Keāhole,Kailua-Kona,US,19.738783,-156.045603,11000,80,Pacific/Honolulu,890000,medium_airport
KOE,WATT,El Tari Airport,Kupang,ID,-10.170600,123.667000,9022,6,Asia/Makassar,380000,large_airport
KOI,EGPA,Kirkwall Airport,Kirkwall,GB,58.957778,-2.905000,4685,2,Europe/London,20000,small_airport
KOJ,RJFK,Kagoshima Airport,Kagoshima,JP,31.803400,130.718994,9840,15,Asia/Tokyo,450000,large_airport
KOS,VDSI,Sihanouk International Airport,Sihanoukville,KH,10.580000,103.636993,8202,6,Asia/Phnom_Penh,450000,medium_airport
KOW,ZSGZ,Ganzhou Huangjin Airport,Ganzhou,CN,25.852800,114.778999,8530,15,Asia/Shanghai,350000,medium_airport
KPC,PAPC,Port Clarence Coast Guard Station,Port Clarence,US,65.2537,-166.858994,4500,25,Pacific/Honolulu,2000,small_airport
KPO,RKTH,Pohang Gyeongju Airport,Pohang,KR,35.987800,129.421000,7000,3,Asia/Seoul,65000,medium_airport
KRL,ZWKL,Korla Licheng Airport,Korla,CN,41.614498,86.136703,9186,15,Asia/Urumqi,380000,medium_airport
KRY,ZWKM,Karamay Airport,Karamay,CN,45.466400,84.951900,8530,10,Asia/Urumqi,180000,medium_airport
KSR,WAWR,H. Aroeppala Airport,Selayar,ID,-6.166670,120.449997,4593,1,Asia/Makassar,25000,small_airport
KTA,YPKA,Karratha Airport,Karratha,AU,-20.711100,116.773003,7480,6,Australia/Perth,180000,medium_airport
KTD,RORK,Kitadaito Airport,Kitadaito,JP,25.945600,131.326000,2625,1,Asia/Tokyo,5000,small_airport
KTG,WIOK,Rahadi Oesman Airport,Ketapang,ID,-1.816670,109.961998,4593,2,Asia/Jakarta,85000,small_airport
KTI,VDTI,Techo International Airport,Phnom Penh (Boeng Khyang),KH,11.359987,104.921272,13123,20,Asia/Phnom_Penh,540000,large_airport
KTM,VNKT,Tribhuvan International Airport,Kathmandu,NP,27.696600,85.359200,10006,15,Asia/Kathmandu,950000,large_airport
KTN,PAKT,Ketchikan International Airport,Ketchikan,US,55.355598,-131.714004,9500,45,Pacific/Honolulu,110000,medium_airport
KUH,RJCK,Kushiro Airport,Kushiro,JP,43.040798,144.192993,8202,8,Asia/Tokyo,150000,medium_airport
KUL,WMKK,Kuala Lumpur International Airport,Kuala Lumpur,MY,2.745600,101.709900,13530,110,Asia/Kuala_Lumpur,1350000,large_airport
KUM,RJFC,Yakushima Airport,Yakushima,JP,30.380800,130.660000,6561,2,Asia/Tokyo,30000,small_airport
KUV,RKJK,Gunsan Airport,Gunsan,KR,35.903800,126.616000,9000,3,Asia/Seoul,55000,medium_airport
KWE,ZUGY,Guiyang Longdongbao International Airport,Guiyang,CN,26.538500,106.801003,10499,65,Asia/Shanghai,1100000,large_airport
KWJ,RKJJ,Gwangju Airport,Gwangju,KR,35.123173,126.805444,9300,10,Asia/Seoul,440000,medium_airport
KWL,ZGKL,Guilin Liangjiang International Airport,Guilin,CN,25.218100,110.039001,10499,35,Asia/Shanghai,750000,large_airport
KXF,NFNO,Koro Airport,Koro Island,FJ,-17.348600,179.412003,2592,1,Pacific/Fiji,4000,small_airport
KYD,RCLY,Lanyu Airport,Orchid Island,TW,22.029800,121.529000,3701,2,Asia/Taipei,25000,small_airport
KYP,VYKP,Kyaukpyu Airport,Kyaukpyu,MM,19.426701,93.535800,4500,2,Asia/Yangon,45000,small_airport
LAA,KLAA,Southeast Colorado Regional Airport,Lamar,US,38.066407,-102.691373,6304,25,America/Chicago,4000,small_airport
LAF,KLAF,Purdue University Airport,West Lafayette,US,40.412875,-86.939363,6600,25,America/New_York,15000,small_airport
LAL,KLAL,Lakeland Linder International Airport,Lakeland,US,27.989267,-82.020715,8500,45,America/New_York,35000,small_airport
LAN,KLAN,Capital Region International Airport,Lansing,US,42.777582,-84.585721,7251,45,America/New_York,310000,medium_airport
LAO,RPLI,Laoag International Airport,Laoag,PH,18.178301,120.531998,9133,4,Asia/Manila,140000,medium_airport
LAP,MMLP,Manuel Márquez de León International Airport,La Paz,MX,24.072600,-110.362000,8202,6,America/Mazatlan,320000,medium_airport
LAR,KLAR,Laramie Regional Airport,Laramie,US,41.312099,-105.675003,8500,25,America/Denver,18000,small_airport
LAS,KLAS,Harry Reid International Airport,Las Vegas,US,36.083361,-115.151817,14515,80,America/Los_Angeles,1310000,large_airport
LAW,KLAW,Lawton Fort Sill Regional Airport,Lawton,US,34.567699,-98.416603,8599,25,America/Chicago,25000,small_airport
LAX,KLAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997,12091,146,America/Anchorage,1450000,large_airport
LBA,EGNM,Leeds Bradford Airport,Leeds,GB,53.865897,-1.660569,7382,15,Europe/London,450000,large_airport
LBB,KLBB,Lubbock Preston Smith International Airport,Lubbock,US,33.663601,-101.822998,11500,45,America/Chicago,340000,medium_airport
LBE,KLBE,Arnold Palmer Regional Airport,Latrobe,US,40.275902,-79.4048,7001,25,America/New_York,35000,small_airport
LBF,KLBF,North Platte Regional Airport Lee Bird Field,North Platte,US,41.126202,-100.683998,8000,25,America/Chicago,12000,small_airport
LBJ,WATO,Komodo Airport,Labuan Bajo,ID,-8.486250,119.888998,7381,6,Asia/Makassar,300000,medium_airport
LBL,KLBL,Liberal Mid-America Regional Airport,Liberal,US,37.044201,-100.959999,7105,25,America/Chicago,8000,small_airport
LBS,NFNL,Labasa Airport,Labasa,FJ,-16.466700,179.339996,3524,2,Pacific/Fiji,35000,small_airport
LBT,KLBT,Lumberton Regional Airport,Lumberton,US,34.610773,-79.05943,5510,25,America/New_York,4000,small_airport
LCE,MHLC,Golosón International Airport,La Ceiba,HN,15.732300,-86.853000,9678,4,America/Tegucigalpa,120000,medium_airport
LCH,KLCH,Lake Charles Regional Airport,Lake Charles,US,30.126101,-93.223297,6500,25,America/Chicago,25000,small_airport
LCK,KLCK,Rickenbacker International Airport,Columbus,US,39.813801,-82.927803,12102,45,America/New_York,65000,small_airport
LCX,ZSLD,Longyan Guanzhishan Airport,Longyan,CN,25.675000,116.746002,7874,6,Asia/Shanghai,150000,medium_airport
LCY,EGLC,London City Airport,London,GB,51.505278,0.055278,4948,15,Europe/London,320000,large_airport
LDY,EGAE,City of Derry Airport,Derry,GB,55.042778,-7.161111,6453,5,Europe/London,45000,small_airport
LEB,KLEB,Lebanon Municipal Airport,Lebanon,US,43.626099,-72.304199,5496,25,America/New_York,15000,small_airport
LED,ULLI,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,12402,40,Europe/Moscow,1000000,large_airport
LEE,KLEE,Leesburg International Airport,Leesburg,US,28.823099,-81.808701,5000,45,America/New_York,15000,small_airport
LEQ,EGHC,Land's End Airport,St Just,GB,50.102778,-5.670556,2598,2,Europe/London,5000,small_airport
LEV,NFNB,Levuka Airfield,Bureta,FJ,-17.711901,178.755997,2100,1,Pacific/Fiji,5000,small_airport
LEX,KLEX,Blue Grass Airport,Lexington,US,38.035066,-84.606738,7003,25,America/New_York,210000,medium_airport
LFI,KLFI,Langley Air Force Base,Hampton,US,37.082901,-76.360497,10000,25,America/New_York,18000,small_airport
LFK,KLFK,Angelina County Airport,Lufkin,US,31.233999,-94.75,5398,25,America/Chicago,8000,small_airport
LFT,KLFT,Lafayette Regional Airport,Lafayette,US,30.205299,-91.987602,7651,25,America/Chicago,150000,medium_airport
LGA,KLGA,LaGuardia Airport,New York,US,40.777199,-73.872597,7000,60,America/New_York,980000,medium_airport
LGB,KLGB,Long Beach International Airport,Long Beach,US,33.816523,-118.149891,10000,80,America/Anchorage,840000,medium_airport
LGI,MYLD,Deadman's Cay Airport,Long Island,BS,23.176100,-75.093100,4000,1,America/Nassau,30000,small_airport
LGK,WMKL,Langkawi International Airport,Langkawi,MY,6.329800,99.728700,12500,10,Asia/Kuala_Lumpur,400000,large_airport
LGP,RPLP,Bicol International Airport,Daraga,PH,13.111100,123.682000,8202,5,Asia/Manila,280000,medium_airport
LGU,KLGU,Logan-Cache Airport,Logan,US,41.791199,-111.851997,9010,106,America/Denver,15000,small_airport
LGW,EGKK,Gatwick Airport,London,GB,51.148056,-0.190278,10879,80,Europe/London,1200000,large_airport
LHR,EGLL,Heathrow Airport,London,GB,51.470020,-0.454295,12802,100,Europe/London,1500000,large_airport
LHW,ZLLL,Lanzhou Zhongchuan International Airport,Lanzhou,CN,36.516098,103.621002,13123,40,Asia/Shanghai,950000,large_airport
LIF,NWWL,Lifou Airport,Lifou,NC,-20.774700,167.240005,3937,2,Pacific/Noumea,45000,small_airport
LIH,PHLI,Lihue Airport,Lihue Kauai,US,21.974393,-159.337146,6500,60,Pacific/Honolulu,340000,medium_airport
LII,WAJL,Mulia Airport,Mulia,ID,-3.684170,137.957001,1968,1,Asia/Jayapura,4000,small_airport
LIM,SPJC,Jorge Chávez International Airport,Lima,PE,-12.021900,-77.114305,11506,60,America/Lima,1100000,large_airport
LIO,MRLM,Limón International Airport,Limón,CR,9.960200,-83.023200,5905,2,America/Costa_Rica,40000,small_airport
LIR,MRLB,Daniel Oduber Quirós International Airport,Liberia,CR,10.593300,-85.544403,9022,10,America/Costa_Rica,450000,large_airport
LIS,LPPT,Lisbon Humberto Delgado Airport,Lisbon,PT,38.781300,-9.135920,12500,65,Europe/Lisbon,1200000,large_airport
