origin_iata,dest_iata,anchor_annual,anchor_weekly,years_used,first_year,last_year,method
ASJ,OKE,5332.57,102.5494,3,2016,2018,jp_trend_wm_max_recent_v2
HKD,OIR,5276.33,101.4678,7,2016,2025,jp_trend_wm_max_recent_v2
KMJ,AXJ,5251.0,100.9808,7,2016,2025,jp_trend_wm_max_recent_v2
KIX,AKJ,5229.05,100.5587,2,2016,2017,jp_trend_wm_max_recent_v2
AKJ,KIX,5216.57,100.3186,2,2016,2017,jp_trend_wm_max_recent_v2
OIR,HKD,5090.61,97.8964,7,2016,2025,jp_trend_wm_max_recent_v2
ITM,ISG,4992.18,96.0034,6,2017,2025,jp_trend_wm_max_recent_v2
AXJ,KMJ,4658.0,89.5769,7,2016,2025,jp_trend_wm_max_recent_v2
RNJ,ASJ,4588.98,88.2496,4,2016,2019,jp_trend_wm_max_recent_v2
OKE,RNJ,4527.11,87.0599,3,2016,2018,jp_trend_wm_max_recent_v2
ISG,ITM,4183.17,80.4456,6,2017,2025,jp_trend_wm_max_recent_v2
OKE,ASJ,4080.34,78.4682,3,2016,2018,jp_trend_wm_max_recent_v2
ITM,AKJ,3956.18,76.0805,7,2016,2025,jp_trend_wm_max_recent_v2
NKM,SDJ,3828.93,73.6333,1,2025,2025,jp_trend_wm_max_recent_v2
AKJ,ITM,3802.26,73.1203,7,2016,2025,jp_trend_wm_max_recent_v2
SDJ,NKM,3798.74,73.0527,1,2025,2025,jp_trend_wm_max_recent_v2
KIJ,UKB,3792.39,72.9305,2,2023,2025,jp_trend_wm_max_recent_v2
RNJ,OKE,3518.63,67.666,3,2016,2018,jp_trend_wm_max_recent_v2
UKB,IZO,3429.0,65.9423,1,2019,2019,jp_trend_wm_max_recent_v2
UKB,KIJ,3385.89,65.1133,2,2023,2025,jp_trend_wm_max_recent_v2
IZO,UKB,3365.0,64.7115,1,2019,2019,jp_trend_wm_max_recent_v2
KCZ,UKB,3154.66,60.6665,3,2019,2024,jp_trend_wm_max_recent_v2
ITM,MMB,2945.44,56.643,7,2016,2025,jp_trend_wm_max_recent_v2
NKM,OIT,2841.51,54.6444,1,2025,2025,jp_trend_wm_max_recent_v2
UKB,KCZ,2801.43,53.8736,3,2019,2024,jp_trend_wm_max_recent_v2
